# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
tapestry	Active	1	Framework for creating dynamic, robust, highly scalable web applications	tapestry-5.1.0.5	Tapestry	middleware	1.5.0_22	Apache License Version 2.0, January 2004;src/LICENSE.txt	r	2009-05-06	org.apache.tapestry5	1517	1502	1122	1124	107697	53367	http://tapestry.apache.org/
tomcat	Active	3	Implementation of the Java Servlet and JavaServer Pages technologies	tomcat-5.0.28	<none>	middleware	1.4.2_19	Apache License Version 2.0, January 2004;src/jakarta-tomcat-5.0.28-src/jakarta-tomcat-5/LICENSE	f	2004-08-28	org.apache.jasper. org.apache.ajp. org.apache.jk. org.apache.naming. org.apache.tomcat. org.apache.catalina. org.apache.coyote. org.apache.webapp. javax.servlet.	1135	1117	845	892	263230	135932	http://tomcat.apache.org/
tomcat	Active	3	Implementation of the Java Servlet and JavaServer Pages technologies	tomcat-5.5.17	<none>	middleware	1.4.2_19	Apache License Version 2.0, January 2004;src/apache-tomcat-5.5.17-src/build/LICENSE	f	2006-04-15	org.apache.jasper. org.apache.ajp. org.apache.jk. org.apache.naming. org.apache.tomcat. org.apache.catalina. org.apache.coyote. org.apache.webapp. javax.servlet. org.apache.juli	1234	1139	837	939	268821	138369	http://tomcat.apache.org/
tomcat	Active	3	Implementation of the Java Servlet and JavaServer Pages technologies	tomcat-7.0.2	Tomcat	middleware	1.6.0	Apache License Version 2.0, January 2004;src/apache-tomcat-7.0.2-src/LICENSE	r	2010-08-11	org.apache.jasper. org.apache.el. org.apache.juli org.apache.tomcat. org.apache.catalina. org.apache.coyote. org.apache.naming javax.annotation javax.annotation.security javax.ejb javax.el javax.persistence javax.servlet javax.servlet.annotation javax.servlet.descriptor javax.servlet.http javax.servlet.jsp javax.servlet.jsp.el javax.servlet.jsp.tagext javax.xml.ws	1857	1739	1157	1274	329550	166478	http://tomcat.apache.org/
trove	Active	2	Library that provides high speed regular and primitive collections for Java	trove-1.1b5	Trove	SDK	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/trove-1.1b5/LICENSE.txt	f	2005-12-27	gnu.trove.	569	569	262	262	65280	29014	http://trove4j.sourceforge.net/
trove	Active	2	Library that provides high speed regular and primitive collections for Java	trove-2.1.0	Trove	SDK	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/trove-2.1.0/LICENSE.txt	r	2009-08-14	gnu.trove	629	34	21	268	4576	2196	http://trove4j.sourceforge.net/
velocity	Active	2	Templating engine.	velocity-1.5	Velocity Engine	diagram generator/data visualization	1.2.2_017	Apache License Version 2.0, January 2004;src/velocity-1.5/LICENSE	f	2007-02-20	org.apache.velocity	246	246	214	214	48968	24922	http://velocity.apache.org
velocity	Active	2	Templating engine.	velocity-1.6.4	Velocity Engine	diagram generator/data visualization	1.4.2_19	Apache License Version 2.0, January 2004;src/velocity-1.6.4/LICENSE	r	2010-05-10	org.apache.velocity	261	261	229	229	52231	26854	http://velocity.apache.org
wct	Active	1	The Web Curator Tool (WCT) is an open-source workflow management application for selective web archiving.	wct-1.5.2	Web Curator Tool	tool	1.6.0	Apache License Version 2.0, January 2004;src/WCTCore/docs/license.txt	r	2011-08-22	org.archive org.webcurator	724	724	569	569	92502	49933	http://webcurator.sourceforge.net
webmail	Active	1	Web mail server	webmail-0.7.10	WebMail	tool	1.2.2_017	Copyright (C) 2001-2002 by Jason Hunter;src/jwebmail-0.7/contrib/LICENSE_cos	r	2002-10-07	net.wastl.webmail org.bulbul.webmail org.webengruven.webmail	104	104	87	88	14709	8212	http://jwebmail.sourceforge.net/
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.1.7	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-1-7/COPYING	e	2000-02-22	weka.	498	498	263	263	102410	57194	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.0.1	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-0-1/COPYING	e	2000-02-22	weka.	156	156	142	142	52171	27946	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.0.2	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-0-2/COPYING	e	2000-05-08	weka.	157	157	142	142	52147	27918	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.1.8	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-1-8/COPYING	e	2000-05-08	weka.	543	543	283	283	109006	60792	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.0.3	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-0-3/COPYING	e	2000-10-17	weka.	156	156	142	142	52148	27914	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.1.9	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-1-9/COPYING	e	2000-10-18	weka.	588	586	305	307	117712	65635	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.2	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-2/COPYING	e	2001-03-13	weka.	618	616	324	326	127849	70551	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.0.4	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-0-4/COPYING	e	2001-03-13	weka.	156	156	142	142	52182	27937	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3/COPYING	e	2001-07-05	weka.	641	639	337	339	133958	73618	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.0.5	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-0/COPYING	e	2001-07-06	weka.	156	156	142	142	52232	27971	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.2.1	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-2/COPYING	e	2001-07-06	weka.	630	628	333	335	131673	72501	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.0.6	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-0/COPYING	e	2002-02-15	weka.	156	156	142	142	52235	27974	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3.1	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3-1/COPYING	e	2002-02-15	weka.	689	687	358	360	150557	82096	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.2.2	Weka	tool	1.1.8_16-solaris	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-2/COPYING	e	2002-02-15	weka.	631	629	334	336	132674	72958	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3.2	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3-2/COPYING	e	2002-05-28	weka.	814	812	442	444	167113	90445	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.2.3	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-2-3/COPYING	e	2002-05-28	weka.	640	638	337	339	134242	73716	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3.3	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3-3/COPYING	e	2002-06-27	weka.	830	828	454	456	174004	93657	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3.4	Weka	tool	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3-4/COPYING	e	2002-07-03	weka.	843	841	467	469	179760	96873	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3.5	Weka	tool	1.3.1_20	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3-5/COPYING	e	2003-01-19	weka.	923	921	494	496	194517	105435	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.3.6	Weka	tool	1.3.1_20	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-3-6/COPYING	e	2003-04-17	weka.	963	961	513	515	204703	111380	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4	Weka	tool	1.3.1_20	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4/COPYING	e	2003-11-11	weka.	1024	1022	544	547	213668	116562	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.1	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4/COPYING	e	2004-01-27	weka.	1049	1047	563	566	222686	120913	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.2	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4/COPYING	e	2004-05-24	weka.	1105	1103	606	609	235244	128128	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.3	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4/COPYING	e	2004-09-28	weka.	1152	1150	635	638	247814	134891	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.4	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-4/COPYING	e	2005-03-07	weka.	1199	1197	669	672	259191	141176	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.0	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-0/COPYING	e	2005-07-04	weka.	1326	1324	743	746	286014	155006	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.5	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-5/COPYING	e	2005-07-05	weka.	1212	1210	677	680	260375	141676	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.1	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-1/COPYING	e	2005-09-30	weka.	1382	1380	776	779	304540	165099	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.6	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-6/COPYING	e	2005-09-30	weka.	1228	1226	689	692	269854	147153	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.2	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-2/COPYING	e	2005-12-21	weka.	1390	1388	783	786	307184	166499	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.7	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-7/COPYING	e	2005-12-22	weka.	1228	1226	689	692	270213	147379	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.8	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-8a/COPYING	e	2006-06-09	weka.	1232	1230	690	693	270390	147272	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.3	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-3/COPYING	e	2006-06-09	weka.	1483	1482	826	830	355166	184436	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.4	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-4/COPYING	e	2006-12-20	weka.	1662	1661	921	925	404938	207204	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.9	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-9/COPYING	e	2006-12-21	weka.	1231	1230	690	692	270529	147349	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.5	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-5/COPYING	e	2007-01-25	weka.	1673	1672	925	929	413770	211708	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.10	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-10/COPYING	e	2007-01-26	weka.	1231	1230	690	692	270554	147362	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.6	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-6/COPYING	e	2007-05-31	weka.	1759	1757	969	974	436849	222334	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.11	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-11/COPYING	e	2007-06-01	weka.	1232	1230	690	693	271069	147727	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.12	Weka	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-12/COPYING	e	2007-12-18	weka.	1232	1230	690	693	271144	147732	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.7	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-7/COPYING	e	2007-12-18	weka.	1885	1883	994	999	456825	234436	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.4.13	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-4-13/COPYING	e	2008-07-15	weka.	1233	1231	690	693	271375	147891	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.5.8	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-5-8/COPYING	e	2008-07-16	weka.	2046	2040	1119	1124	513695	264924	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.6.0	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-6-0/COPYING	e	2008-12-18	weka.	2204	2198	1159	1164	534874	276370	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.6.1	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-6-1/COPYING	e	2009-06-04	weka.	2111	2107	1063	1068	502380	259076	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.7.0	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-7-0/COPYING	e	2009-06-05	weka.	2241	2237	1104	1109	522050	268507	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.7.1	Weka	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-7-1/COPYING	e	2010-01-12	weka.	2378	2373	1178	1183	556237	285582	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.6.2	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-6-2/COPYING	e	2010-01-12	weka.	2130	2126	1065	1070	504573	260510	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.7.2	Weka	tool	1.6.0	NONE; Other versions use GNU GENERAL PUBLIC LICENSE Version 2	e	2010-07-26	weka.	2099	2094	975	978	430398	224356	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.6.3	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-6-3/COPYING	e	2010-07-27	weka.	2102	2100	1034	1036	492864	255348	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.7.3	Weka	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-7-3/COPYING	e	2010-12-07	weka.	2116	2114	980	983	433678	226128	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.6.4	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-6-4/COPYING	e	2010-12-08	weka.	2102	2100	1034	1036	493012	255444	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.7.4	Weka	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-7-4/COPYING	e	2011-06-29	weka.	2176	2173	985	988	437935	228751	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.6.5	Weka	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-6-5/COPYING	e	2011-06-29	weka.	2119	2116	1050	1053	494575	256097	http://www.cs.waikato.ac.nz/~ml/weka
weka	Active	63	A collection of machine learning algorithms for data mining tasks	weka-3.7.5	Weka	tool	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;bin/weka-3-7-5/COPYING	e	2011-10-28	weka.	2218	2216	1007	1009	446206	233024	http://www.cs.waikato.ac.nz/~ml/weka
